STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",ES,Spain,2008,,287.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",ES,Spain,2009,,286.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",ES,Spain,2010,,269.9,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",ES,Spain,2011,,272.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",ES,Spain,2012,,245.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",ES,Spain,2013,,252.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",ES,Spain,2014,,297.5,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",ES,Spain,2015,,233.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",ES,Spain,2016,,336.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",ES,Spain,2017,,322.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",ES,Spain,2018,,362.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",ES,Spain,2019,,377.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",ES,Spain,2020,,333.7,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",ES,Spain,2021,,357.2,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",ES,Spain,2022,,443.3,,d,definition differs (see metadata),,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",ES,Spain,2023,,462.3,,d,definition differs (see metadata),,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU15,European Union - 15 countries (1995-2004),2004,,1229.9,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU15,European Union - 15 countries (1995-2004),2005,,1376.3,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU15,European Union - 15 countries (1995-2004),2006,,1617.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU15,European Union - 15 countries (1995-2004),2007,,1782.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU15,European Union - 15 countries (1995-2004),2008,,1740.7,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU15,European Union - 15 countries (1995-2004),2009,,1782.7,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU15,European Union - 15 countries (1995-2004),2010,,1745.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU15,European Union - 15 countries (1995-2004),2011,,1761.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU15,European Union - 15 countries (1995-2004),2012,,1661.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU15,European Union - 15 countries (1995-2004),2013,,1728.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU15,European Union - 15 countries (1995-2004),2014,,1810.7,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU15,European Union - 15 countries (1995-2004),2015,,1859.7,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU15,European Union - 15 countries (1995-2004),2016,,2033.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU15,European Union - 15 countries (1995-2004),2017,,2032.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU15,European Union - 15 countries (1995-2004),2018,,2147.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU15,European Union - 15 countries (1995-2004),2019,,2230.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2004,,976.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2005,,1272.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2006,,1562.7,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2007,,1777.7,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2008,,1808.7,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2009,,1844.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2010,,1814.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2011,,1913.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2012,,1868.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2013,,1971.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2014,,2116.5,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2015,,2158.9,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2016,,2337.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2017,,2366.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2018,,2524.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2019,,2626.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2020,,2709.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2021,,2801.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2022,,2997.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU27_2020,European Union - 27 countries (from 2020),2023,,3096.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2004,,1371.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2005,,1670.7,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2006,,1966.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2007,,2174.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2008,,2182.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2009,,2233.7,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2010,,2195.7,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2011,,2236.9,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2012,,2161.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2013,,2262.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2014,,2393.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2015,,2477.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2016,,2690.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2017,,2682.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2018,,2841.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",EU28,European Union - 28 countries (2013-2020),2019,,2945.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2004,,19.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2005,,19.5,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2006,,22.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2007,,22.2,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2008,,25.7,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2009,,31.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2010,,29.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2011,,28.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2012,,23.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2013,,29.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2014,,32.2,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2015,,31.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2016,,58.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2017,,58.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2018,,59.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2019,,55.9,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2020,,62.1,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2021,,65.1,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2022,,66.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FI,Finland,2023,,61.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2004,,159.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2005,,186.9,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2006,,197.4,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2007,,201.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2008,,201.7,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2009,,220.2,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2010,,227.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2011,,242.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2012,,222.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2013,,248.5,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2014,,242.5,,b,break in time series,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2015,,268.0,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2016,,277.3,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2017,,277.5,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2018,,294.4,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2019,,317.6,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2020,,362.8,,,,,
dataflow,ESTAT:ISOC_SKI_ITEDU(1.0),Employed persons with ICT education by educational attainment level,A,Annual,THS,Thousand,ED3-8,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",FR,France,2021,,368.9,,bd,"break in time series, definition differs (see metadata)",,
